评论,向量
"医疗 技术 全世界 地球 国家 赶上 医疗 水平 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022076040819017803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"萬 嵗 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"形式主义 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"疯 好事儿 说成 屎 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"时代 灰 化成 三千多 座 沉甸甸 大山 另一边 绽放 无谓 生死 生命 升华 几万个 自由 灵魂 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"第一个 挂 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"陈冲 感受力 表达力 非常 生活 或许 人性 相通 灾难 体验 思考 值得 一听 措辞 半天 晓得 形容 只能 陈冲 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"写日记 差别 陈冲 实际行动 受灾 人人 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"忘 唯一 记住 女人 心态 素养 完美 谈吐 舒服 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"父亲 陈星荣 上海华山医院 院长 射科 鼻祖 级别 人物 微博 国内 时期 相关 微博 微博 写日记 孩子 抛弃 当初 领养 双胞胎 女儿 做人 表面 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"躲避 何不 感受 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"不该 因人 废言 陈冲 生育 当初 怀孕 领养 一对 双胞胎 女孩 送回 福利院 两个 孩子 创伤 难以想象 脸 奢谈 感受 痛苦 反思 生命 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"世界 怀有 慈悲 之心 前提 能力 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"陈冲 疫情 展现出 种族歧视 越来越 仇外 
",0 0.13540761705147766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"陈冲 世界 灾难 争执 统一 对付 敌人 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"灾难 塑造 人性 一部分 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"标准 洋人 一味 退让 长此以往 法令 洋人 谈 公平 种族歧视 本国 歧视 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"广州 黑人 管管 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"地上 实在 看不出 深刻 中非 友谊 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"你别 老外 大爷 感到 平衡 挑刺 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"别老 撤 没用 广东 非洲人 治理 谈 非洲人 理所当然 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"老 可怜 人民 国家 神烦 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022076040819017803 0 0 0 0 0 0 0.016110765098475185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"非洲人 歧视 政府 执法 部门 教育界 高校 很大 关系 执法 跪洋 大人 高校 搞 学伴 洋人 特权 非洲人 风 评会 希望 政府 好好 反思 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0.02743180563866983 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"苍蝇 无缝 蛋 广州 三非 啥样 装糊涂 从上到下 跪 没完 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"官博 评论 粉饰 矛盾 国内 黑人 态度 有数 前两天 尼日利亚 事情 解决 好了吗 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"感觉 黑人 歧视 国内 国外 更是 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"评论 为期 灯光 秀 浪费 电 浪费 钱 形式主义 感受 逢年过节 长江 两岸 灯光 秀 都会亮 起去 江滩 看灯 生活 娱乐 项目 经历 这么久 封城 黑暗 江边 亮 起灯 就让 日子 振奋人心 同是 表达 感谢 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.013287599815124264 0 0 0 0 0 0 0 0 
"谢谢 支援 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"名字 省份 难 人民 义不容辞 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01745332885668145 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"城市 感谢 完能代 谢 谢 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.013287599815124264 0 0 0 0 0 0 0 0 
"爱 举动 不愧为 英雄 城市 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012651645108287184 0 0 0 0 0 0 0 0 0 
"挺 感谢 拼过 命 天使 强大 华夏儿女 打不倒 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.013996271805264224 0 0 0 0 0 0 0 0 
"英雄 英雄 湖北 英雄 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0 0 0 0 0 0 0 0 0 0.013555334044593411 0 0 0 0 0 0 0 0 0 
"感动 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"省点 电行 心领 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"感谢 湖北 拼过 命 有空 好好 玩 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014415447270620427 0 0 0 0 0 0 0 0 0 0 0 0 0.012401759827449314 0 0 0 0 0 0 0 0 
"条 精日 自动 过滤 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"顶住 国内 医疗 资源 处于 超级 负荷 状态 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"庆幸 活在 欧洲 国家 拉 当初 乱象 释然 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022076040819017803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"文章 夸 防疫 成功 案例 即将 脸 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012058332997007057 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"看起来 不多 足够 重视 迟早会 滚雪球 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"不谈 永远 提防 国家 忘 历史 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022076040819017803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"数字 至少 乘以 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"据说 花 几个 亿养 吹 精日 分子 评论 辨别 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"吹出来 顺便 方方 造谣 日记 走 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"不好意思 打扰 求求 关注 事件 伤心 老人 关注 伤心 老人 关注 帮帮 这位 叔叔 寒心 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.009744636603177655 0 
"防控 百年一遇 大疫 用命 用笔 酸臭 怨妇 国民党 余孽 一根 笔尖 跑 偏 笔 人民 防疫 成果 八国 语言 出版 方方 造谣 日记 磨灭 终究会 丢进 历史 垃圾桶 
",0 0 0 0 0 0 0 0 0.035344310388709915 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01745332885668145 0 0 0 0 0 0 0 0.012058332997007057 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"关门大吉 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"关门大吉 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"关门大吉 辛苦 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0177717221029182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"疫灾 有人 管疫灾 快要 结束 金灾 没人管 朝阳 经侦 超话 接受 先锋 集团 网信 理财 诈骗 亿 受害人 报案 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"谢谢 工作者 谢谢 雷 神山 关门大吉 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"完成使命 关门大吉 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"网信个 月 出借 本息 一分 回 非法 冻结 出借 资金 至今 立案 朝阳 经侦 胡说八道 网信 违法 当今 投诉 举报 百次 实质性 说法 强烈要求 政府 尽快 网信 立案 归还 血汗钱 严惩 诈骗犯 社会 公道 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"关门大吉 辛苦 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0177717221029182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"辛苦 致敬 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.019074885531643028 0 0 0 -0.01629074526100835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"广州 检测 名 非洲 籍 人士 新冠 肺炎 病毒 核酸 
",0.16531866949539042 0 0.10867707337013345 0 0 0 -0.047528941465183765 0.03750479119952493 0 0 0 0 0.02779467667595555 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"请 自费 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"辛苦 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.017543879511855143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"吓人 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"天呐 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"羡慕 云南 难过 不想 开学 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.020898631662790972 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"云南 边境线 长 陆路 开学 恐怖 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.020898631662790972 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"云南 晚上 打开 微博 差点 心肌梗塞 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"暑假 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"江苏 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"四川 教育 到底 开不开 一声 搞 快点 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"江苏 高校 快 开学 学校 尚未 出台 防疫 细则 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.020898631662790972 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012058332997007057 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"来到 云南省 不想 开学 系列 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.020898631662790972 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"云南 学生 不想 开学 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.020898631662790972 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"毕业 月 开学 学期 就要 一半 学费 减 一半 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.020898631662790972 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"辛苦 致敬 一线 工作者 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.019074885531643028 0 0 0 -0.01629074526100835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"治愈 万多 中医药 宣传 硬是 打着 科学 旗号 摸着石头过河 血浆 干细胞 治好 几例 治 一例 记得 新闻联播 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00976555178377729 0 0 0 
"月 一个个 医学 奇迹 诞生 感谢 援鄂 医疗队 本地 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012401759827449314 0 0 0 0 0 0 0 0 
"白衣天使 点赞 致敬 一线 工作者 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.020664459325946613 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"辛苦 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0177717221029182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"辛苦 照顾 白衣天使 快点 开学 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.020898631662790972 0 0 0 0 -0.0177717221029182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"一线 工作者 辛苦 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0177717221029182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"感谢 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01151591983977436 0 0 0 0 0 0 0 0 
"希望 尽快恢复 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0.029717789441892312 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"一线 工作者 辛苦 越来越 加油 
",0 0 0 0 0 0.05827406668225444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.0177717221029182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"郏县 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"河南 终于 确认 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"松懈 严防 严控 感谢 抗疫 工作人员 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02579440233261411 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01063007985209941 0 0 0 0 0 0 0 0 
"郏县 封城 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"清零 零 记得 上次 盼 好久 零 外来 打破 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"郏县 平顶山 禹州 神后 镇鸿昌镇 麻烦 回应 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"数据 感到 安心 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"河南 人民 群聊 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.017575380107427475 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"彻查 平顶山 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"郏县 无症状 患者 观察 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.023965740487746544 0 0 0 0 0 0 0 0 0 0.014437459119066317 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"伦敦 有人 赔款 欧盟 万亿美元 欧元 陪 没收 境外 财产 日历 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.015570406594077532 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"俄罗斯 越来越 希望 赶快 控制 住 疫情 
",0 0.13540761705147766 0 0 0 0 0 0 0 0 0 0 0 0.027889002399314324 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"民族 三观 印度 澳大利亚 强多 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"到底 病毒 哪来 心知肚明 毕竟 某某 航母 
",0 0 0 0 0 0 -0.05275712502635398 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"美洲 印第安人 起诉 英国 赔偿 英国 殖民者 灭绝 几千万 印第安人 包括 杀掉 带来 天花 病毒 杀掉 
",0 0 0 0 0 0 -0.06321349214869441 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"染病 士兵 军运会 参赛者 派 调查 肯定 散播 病毒 无症状 感染者 传染 海鲜 市场 肯定 
",0 0 0 0 0 0 -0.047528941465183765 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014437459119066317 0 0.014036966381479244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"荒谬 可笑 决不会 得逞 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"想 带动 西方 舆论 甩锅 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"不惜一战 这是 绝大多数 老百姓 态度 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"隐瞒 道歉 说法 伪 命题 最早 疫情 爆发 通报 短时间 控制 住 疫情 时间跨度 西方 控制 住 疫情 新增 上万 甩 锅 道歉 赔偿 拉倒 
",0 0.13540761705147766 0 0 0 0 0 0 0 0 0 0 0 0 0.025895780715111182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"人类 科技 创新 何种 高度 清醒 宇宙 浩瀚 微渺 谦卑 态度 自省 觉悟 敬畏 自然 尊崇 传统 探索 反思 并辔 而行 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
